Brand_ID,Model_ID,Segment_ID,Vehicle_Name,Year_of_Manufacture,Vehicle_Age,Insurance,Fuel_Type,Seats_Capacity,Kms_Driven,RTO_Location,Ownership,Engine_Displacement,Transmission,Power_BHP,Drive_Type,Mileage_By_Fuel_Type,New_Vehicle_Price_Lakh,Vehicle_Price_Lakh,Depreciation_Percentage,Other_Features,Value_For_Money_Score
6,113,2,Alto,2019,6,Expired,Petrol,5,16000,Asansol,First Owner,796.0,Manual,47.3,Unknown,24.7,4.43,2.5,43.57,Air Conditioner | Digital Odometer | Bluetooth Connectivity,7.8
8,28,1,City,2016,9,Expired,Petrol,5,160000,Kolkata,First Owner,1497.0,Manual,,Unknown,,13.08,4.2,67.89,No_Features,5.2
6,74,2,Baleno,2018,7,Expired,Petrol,5,60000,Kolkata,First Owner,1197.0,Manual,,Unknown,,7.29,4.2,42.39,No_Features,6.8
12,686,4,Carnival,2022,3,Expired,Diesel,7,20000,Hooghly,First Owner,2199.0,Automatic,,Unknown,,41.02,32.0,21.99,No_Features,9.2
3,2,1,Vento,2012,13,Expired,Diesel,5,90000,Kolkata,Third Owner,1598.0,Manual,,Unknown,,9.8,2.8,71.43,No_Features,5.0
2,78,2,i20,2023,2,Expired,Petrol,5,10000,Unknown,First Owner,1197.0,Automatic,,Unknown,,10.89,9.5,12.76,No_Features,10.0
6,1705,2,Baleno,2021,4,Expired,Petrol,5,10000,Hooghly,First Owner,1197.0,Manual,,Unknown,,8.09,5.25,35.11,No_Features,8.6
6,1705,2,Baleno,2020,5,Expired,Petrol,5,60000,Hooghly,Second Owner,1197.0,Manual,,Unknown,,8.87,4.9,44.76,No_Features,7.2
6,1705,2,Estilo,2010,15,Expired,Petrol,5,50000,Bardhaman,Second Owner,1061.0,Manual,,Unknown,,4.72,0.7,85.17,No_Features,5.6
6,19,2,Swift,2013,12,Expired,Diesel,5,160000,Kolkata,Fourth Owner,1248.0,Manual,,Unknown,,6.94,2.6,62.54,No_Features,4.0
1,1705,4,Rumion,2024,1,Expired,Petrol,7,10000,Deoghar,First Owner,1462.0,Manual,101.64,Unknown,,14.99,14.0,6.6,Touchscreen | Parking Sensors | Automatic Climate Control | Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats | Cruise Control | Rear Camera,10.0
2,25,3,Creta,2018,7,Expired,Diesel,5,78000,Asansol,First Owner,1582.0,Manual,126.2,FWD,19.67,14.78,8.0,45.87,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,6.8
5,687,3,Bolero,2023,2,Expired,Diesel,7,50000,South 24 Parganas,First Owner,1493.0,Manual,100.0,RWD,17.29,14.04,11.0,21.65,Height Adjustable Driver Seat | Drive Modes | Cruise Control,9.2
4,361,3,Nexon,2022,3,Com + Zero Dep,Petrol,5,8400,Hooghly,First Owner,1199.0,Manual,118.36,Unknown,17.57,12.5,8.8,29.6,Automatic Climate Control | Rear AC Vents | Cooled Glovebox,9.2
6,62,2,Grand,2025,0,Expired,Petrol,5,60000,Maldah,First Owner,1462.0,Manual,,Unknown,,14.24,13.5,5.2,No_Features,9.6
4,299,2,Altroz,2022,3,Expired,Petrol,5,20000,Durgapur,Third Owner,1199.0,Manual,86.83,Unknown,19.33,8.59,4.55,47.03,Android Auto/Apple CarPlay,8.0
2,139,2,Santro,2010,15,Expired,Petrol,5,160000,Durgapur,Second Owner,1086.0,Manual,62.0,Unknown,,4.6,1.25,72.83,Air Conditioner,4.4
4,1705,4,Hexa,2017,8,Expired,Diesel,7,120000,Kolkata,Fifth Owner,2179.0,Automatic,153.86,Unknown,,22.31,4.8,78.48,Cruise Control | Automatic Climate Control | Rear AC Vents | Rear Charging Sockets | Tumble Fold Seats,5.0
4,688,3,Harrier,2023,2,Expired,Diesel,5,20000,WW16,First Owner,1956.0,Automatic,167.67,Unknown,14.6,26.76,20.0,25.26,Powered Front Seats | Ventilated Seats | Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Drive Modes | Cruise Control | 360 Degree Camera,9.2
17,119,2,KWID,2023,2,Expired,Petrol,5,20000,Hooghly,First Owner,999.0,Manual,67.06,Unknown,21.46,6.64,3.5,47.29,Keyless Entry | Rear Camera | Central Locking | Air Conditioner | Bluetooth Connectivity | Touchscreen | Steering Mounted Controls | Power Windows,8.4
2,1705,2,Santro,2021,4,Expired,Petrol,5,10000,WB75,First Owner,1086.0,Manual,68.05,Unknown,20.3,6.63,4.0,39.67,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Touchscreen | Steering Mounted Controls,8.6
5,458,3,Thar,2023,2,Expired,Diesel,4,7547,Deoghar,First Owner,2184.0,Manual,130.07,4WD,9.0,18.79,16.0,14.85,Height Adjustable Driver Seat | Cruise Control,10.0
5,689,3,KUV,2018,7,Expired,Diesel,6,120000,Bardhaman,Second Owner,1198.0,Manual,77.0,Unknown,25.32,7.04,3.25,53.84,Air Conditioner | Digital Odometer,6.2
5,1705,3,NuvoSport,2016,9,Expired,Diesel,7,80000,South 24 Parganas,Third Owner,1493.0,Manual,100.0,RWD,17.45,11.73,3.2,72.72,Parking Sensors | Cruise Control,5.6
10,1705,2,Beat,2010,15,Expired,Petrol,5,70000,Siliguri,Third Owner,1199.0,Manual,79.4,Unknown,18.6,5.05,1.0,80.2,Central Locking | Air Conditioner,5.0
18,218,3,Terrano,2015,10,Expired,Diesel,5,100000,Kolkata,Third Owner,1461.0,Manual,108.5,FWD,19.01,15.84,2.35,85.16,Height Adjustable Driver Seat | Air Purifier,5.6
4,690,3,Nexon,2023,2,Expired,Diesel,5,30000,Bardhaman,First Owner,1497.0,Manual,113.42,Unknown,23.22,14.56,9.5,34.75,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Drive Modes | Cruise Control,9.2
6,1705,2,Swift,2013,12,Expired,Diesel,5,90000,Tamluk,Third Owner,1248.0,Manual,74.0,Unknown,22.9,7.32,2.1,71.31,No_Features,5.0
2,100,3,Venue,2024,1,Expired,Diesel,5,20000,Nadia,First Owner,1493.0,Manual,114.0,FWD,24.2,14.38,13.0,9.6,Height Adjustable Driver Seat | Automatic Climate Control | Cruise Control | Sunroof,10.0
2,262,2,i20,2013,12,Expired,Diesel,5,80000,Barasat,Second Owner,1396.0,Manual,88.76,Unknown,21.9,8.18,1.9,76.77,Automatic Climate Control | Rear Camera,5.2
3,691,2,Polo,2011,14,Expired,Petrol,5,110000,Mangalore,Second Owner,1198.0,Manual,,Unknown,,6.76,3.55,47.49,No_Features,5.6
5,692,3,Thar,2024,1,Expired,Diesel,5,10000,Uttara Kannada,First Owner,2184.0,Manual,,Unknown,,25.48,23.5,7.77,No_Features,10.0
1,99,1,Yaris,2018,7,Expired,Petrol,5,50000,Shimoga,Third Owner,1496.0,Manual,,Unknown,,14.4,5.8,59.72,No_Features,6.8
9,56,3,Ecosport,2014,11,Expired,Diesel,5,100000,Bangalore,Fourth Owner,1498.0,Manual,,Unknown,,11.64,4.0,65.64,No_Features,4.8
5,206,3,XUV300,2021,4,Expired,Petrol,5,40000,Vasco Da Gama,First Owner,1197.0,Manual,108.62,Unknown,16.82,13.49,10.0,25.87,Automatic Climate Control | Parking Sensors | Cruise Control,8.6
6,693,2,Wagon,2022,3,Expired,CNG,5,57000,Unknown,First Owner,998.0,Manual,55.92,Unknown,34.73,7.63,5.0,34.47,No_Features,8.8
2,1705,3,Creta,2024,1,Expired,Petrol,5,10000,Kolkata,Second Owner,1497.0,Manual,,Unknown,,15.72,13.0,17.3,No_Features,9.8
6,1705,2,Ritz,2015,10,Expired,Petrol,5,85000,Mangalore,Third Owner,1197.0,Manual,85.8,Unknown,18.5,6.02,3.8,36.88,Central Locking | Air Conditioner | Digital Odometer,7.2
6,1705,2,800,2003,22,Expired,Petrol,4,90000,Chikodi,Fifth Owner,796.0,Manual,37.0,Unknown,16.1,2.73,0.5,81.68,Air Conditioner,4.8
6,657,2,Celerio,2022,3,Expired,CNG,5,50000,Sirsi,First Owner,998.0,Manual,55.92,Unknown,35.6,7.99,6.5,18.65,Android Auto/Apple CarPlay,10.0
12,65,3,Seltos,2022,3,Comprehensive,Petrol,5,19500,New Delhi,First Owner,1497.0,Manual,113.43,FWD,16.8,13.89,10.71,22.89,Rear AC Vents | Parking Sensors,9.2
6,1705,4,Ertiga,2015,10,Expired,Diesel,7,150000,Mangalore,Third Owner,1248.0,Manual,88.76,Unknown,20.77,10.2,6.5,36.27,Rear AC Vents | Rear Seat Armrest | Tumble Fold Seats,6.8
12,135,3,Seltos,2019,6,Expired,Diesel,5,150000,Udupi,Fourth Owner,1493.0,Manual,113.43,FWD,20.8,17.5,12.0,31.43,Height Adjustable Driver Seat | Cruise Control,7.2
2,1705,2,i10,2012,13,Expired,Petrol,5,20000,Bardhaman,First Owner,1086.0,Manual,68.05,Unknown,19.81,5.32,1.75,67.11,Air Conditioner | Digital Odometer,5.8
6,109,2,Wagon,2005,20,Expired,Petrol,5,120000,Margao,First Owner,998.0,Manual,67.1,Unknown,18.9,4.36,1.0,77.06,Central Locking | Air Conditioner,5.0
4,694,3,Harrier,2021,4,Expired,Diesel,5,50000,Haveri,First Owner,1956.0,Manual,167.67,Unknown,16.35,23.48,17.5,25.47,Powered Front Seats | Height Adjustable Driver Seat | Automatic Climate Control | Drive Modes | Cruise Control,8.6
12,309,3,Seltos,2020,5,Expired,Diesel,5,100000,Bangalore,Third Owner,1493.0,Automatic,113.43,FWD,18.0,23.65,14.0,40.8,Powered Front Seats | Ventilated Seats | Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Drive Modes | Cruise Control | 360 Degree Camera,7.0
7,248,2,Fabia,2012,13,Expired,Diesel,5,80000,Bangalore,Second Owner,1199.0,Manual,73.9,Unknown,20.86,7.63,1.85,75.75,Rear AC Vents,5.2
2,139,2,Santro,2008,17,Expired,Petrol,5,80000,Shimoga,Second Owner,1086.0,Manual,62.1,Unknown,17.92,4.83,1.6,66.87,Keyless Entry | Central Locking | Air Conditioner,5.2
4,219,2,Altroz,2022,3,Expired,Petrol,5,10000,Balasore,First Owner,1199.0,Manual,86.83,Unknown,19.33,9.05,6.39,29.39,Engine Start/Stop Button | Automatic Climate Control | Android Auto/Apple CarPlay | Rear Camera,9.2
6,297,4,XL6,2024,1,Expired,CNG,6,30000,Balasore,First Owner,1462.0,Manual,86.63,Unknown,,14.78,12.5,15.43,Touchscreen | Parking Sensors | Automatic Climate Control | Rear AC Vents | Rear Charging Sockets | Rear Seat Armrest | Tumble Fold Seats | Cruise Control,10.0
2,695,2,Grand,2020,5,Expired,Petrol,5,30000,Hooghly,Fourth Owner,1197.0,Automatic,81.86,Unknown,20.7,7.73,5.0,35.32,Rear AC Vents | Android Auto/Apple CarPlay,8.0
6,116,1,Ciaz,2019,6,Expired,Diesel,5,120000,Balasore,First Owner,1498.0,Manual,93.87,Unknown,26.82,13.17,5.5,58.24,Engine Start/Stop Button | Automatic Climate Control | Rear AC Vents | Parking Sensors,7.0
13,696,5,Q3,2018,7,Expired,Diesel,5,30000,Balasore,First Owner,1968.0,Automatic,147.51,FWD,,40.87,18.0,55.96,Powered Front Seats | Drive Modes,7.2
6,1705,2,Celerio,2023,2,Expired,Petrol,5,20000,Coimbatore,First Owner,998.0,Manual,,Unknown,,7.74,6.95,10.21,No_Features,10.0
2,1705,2,i10,2011,14,Expired,Petrol,5,20000,Meerut,First Owner,1197.0,Manual,,Unknown,,5.51,1.6,70.96,No_Features,5.8
1,1705,3,Hyryder,2025,0,Expired,Petrol,5,20000,Muzaffarnagar,First Owner,1462.0,Manual,,Unknown,,14.01,11.5,17.92,No_Features,10.0
3,697,2,Polo,2020,5,Expired,Petrol,5,80000,Muvattupuzha,First Owner,1197.0,Automatic,,Unknown,,11.51,8.5,26.15,No_Features,8.2
5,698,3,XUV,2024,1,Expired,Diesel,5,30000,Muzaffarnagar,First Owner,1498.0,Manual,,Unknown,,13.37,12.5,6.51,No_Features,10.0
2,1705,2,i10,2012,13,Expired,Petrol,5,90000,bulandshahr,Second Owner,1086.0,Manual,,Unknown,,5.09,1.8,64.64,No_Features,5.2
4,699,3,Safari,2015,10,Expired,Diesel,7,122197,Dehradun,First Owner,2179.0,Manual,,Unknown,,12.06,4.2,65.17,No_Features,5.6
2,23,1,Aura,2023,2,Expired,CNG,5,50000,Muzaffarnagar,First Owner,1197.0,Manual,,Unknown,,9.03,7.5,16.94,No_Features,10.0
2,69,2,EON,2014,11,Expired,Petrol,5,40000,Muzaffarnagar,First Owner,814.0,Manual,,Unknown,,4.37,1.76,59.73,No_Features,6.6
2,1705,2,i10,2011,14,Expired,Petrol,5,150000,Gurgaon,Second Owner,1086.0,Manual,,Unknown,,5.09,1.0,80.35,No_Features,4.8
8,1705,1,City,2012,13,Expired,Petrol,5,150000,Kottarakkara,First Owner,1497.0,Manual,,Unknown,,9.55,3.2,66.49,No_Features,5.0
9,2,2,Figo,2013,12,Expired,Diesel,5,120000,Muzaffarnagar,Second Owner,1399.0,Manual,,Unknown,,6.47,0.7,89.18,No_Features,4.8
2,74,2,i20,2011,14,Expired,Petrol,5,90000,New Delhi,Fourth Owner,1197.0,Manual,,Unknown,,6.23,1.29,79.29,No_Features,4.8
17,258,3,Duster,2015,10,Expired,Diesel,5,160000,Haridwar,First Owner,1461.0,Manual,,Unknown,,11.7,2.5,78.63,No_Features,5.2
2,1705,2,EON,2013,12,Expired,Petrol,5,100000,Meerut,Third Owner,814.0,Manual,,Unknown,,3.84,1.4,63.54,No_Features,5.0
19,280,3,Compass,2018,7,Expired,Diesel,5,80000,Moradabad,Second Owner,1956.0,Manual,,Unknown,,24.97,8.5,65.96,No_Features,5.8
6,269,2,Swift,2020,5,Expired,Petrol,5,80000,Marthandam,First Owner,1197.0,Automatic,81.8,Unknown,21.21,7.89,6.0,23.95,Android Auto/Apple CarPlay,8.2
18,330,2,Micra,2018,7,Expired,Petrol,5,45000,Ernakulam,First Owner,1198.0,Automatic,75.94,Unknown,19.34,7.23,5.0,30.84,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Steering Mounted Controls,8.0
6,1705,2,Swift,2013,12,Expired,Petrol,5,70000,Dehradun,First Owner,1197.0,Manual,85.8,Unknown,18.6,5.7,2.8,50.88,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer,6.2
6,109,2,Wagon,2020,5,Expired,Petrol,5,60000,New Delhi,First Owner,998.0,Manual,67.05,Unknown,21.79,5.86,3.2,45.39,Central Locking | Air Conditioner | Digital Odometer,7.4
2,581,2,Santro,2015,10,Expired,CNG,5,80000,Noida,First Owner,1086.0,Manual,,Unknown,17.0,4.55,2.25,50.55,No_Features,6.8
6,74,2,Baleno,2018,7,Expired,Petrol,5,30000,Noida,First Owner,1197.0,Manual,83.1,Unknown,21.4,8.46,5.16,39.01,Engine Start/Stop Button | Automatic Climate Control | Rear Camera,8.0
2,1705,3,Venue,2021,4,Expired,Petrol,5,50000,Shamli,First Owner,1197.0,Manual,81.86,FWD,17.52,8.95,7.5,16.2,Rear AC Vents | Parking Sensors | Cooled Glovebox,9.4
1,617,3,Fortuner,2021,4,Expired,Diesel,7,60000,Dehradun,First Owner,2755.0,Manual,201.15,2WD,10.0,41.02,32.5,20.77,Powered Front Seats | Ventilated Seats | Height Adjustable Driver Seat | Automatic Climate Control | Drive Modes | Cruise Control,8.2
5,1705,3,Scorpio,2020,5,Expired,Diesel,7,100000,Meerut,Second Owner,2179.0,Manual,,Unknown,,16.69,10.5,37.09,No_Features,8.0
5,700,3,Scorpio,2014,11,Expired,Diesel,7,120000,New Delhi,Second Owner,2179.0,Manual,,Unknown,,11.81,4.7,60.2,No_Features,4.8
6,153,2,Wagon,2014,11,Expired,Petrol,5,80000,Kanpur,Second Owner,998.0,Manual,67.04,Unknown,20.51,4.77,2.5,47.59,Central Locking | Air Conditioner | Digital Odometer,6.0
6,224,2,Alto,2016,9,Expired,CNG,5,50000,New Delhi,First Owner,796.0,Manual,47.3,Unknown,30.46,4.24,2.5,41.04,Air Conditioner | Digital Odometer,7.2
2,139,2,Santro,2011,14,Expired,Petrol,5,150000,New Delhi,First Owner,1086.0,Manual,62.1,Unknown,17.92,4.63,1.2,74.08,Keyless Entry | Central Locking | Air Conditioner,5.0
2,25,3,Creta,2017,8,Expired,Diesel,5,70000,Muzaffarnagar,First Owner,1582.0,Manual,126.2,FWD,19.67,14.64,7.0,52.19,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control,6.8
6,558,2,Alto,2006,19,Expired,Petrol,5,70000,Muzaffarnagar,Second Owner,796.0,Manual,46.3,Unknown,19.7,3.33,1.5,54.95,Air Conditioner,6.0
4,186,3,Punch,2022,3,Expired,Petrol,5,70000,Muzaffarnagar,Second Owner,1199.0,Manual,86.63,Unknown,20.09,8.72,5.0,42.66,Parking Sensors | Cruise Control,7.8
1,701,4,Innova,2019,6,Expired,Diesel,7,80000,New Delhi,First Owner,2393.0,Manual,147.8,Unknown,,18.27,13.75,24.74,Rear AC Vents | Tumble Fold Seats,8.2
6,293,1,Ciaz,2016,9,Expired,Petrol,5,80000,Ghaziabad,First Owner,1373.0,Manual,91.1,Unknown,20.73,9.36,4.8,48.72,Automatic Climate Control | Rear AC Vents | Parking Sensors,6.8
6,83,2,Wagon,2016,9,Expired,Petrol,5,80000,New Delhi,Second Owner,998.0,Manual,67.04,Unknown,20.51,5.42,2.9,46.49,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer,6.6
6,332,2,Swift,2022,3,Expired,Petrol,5,90000,Meerut,Second Owner,1197.0,Manual,88.5,Unknown,22.41,7.4,5.5,25.68,Parking Sensors | Android Auto/Apple CarPlay,8.6
1,1705,1,Etios,2011,14,Expired,Petrol,5,100000,New Delhi,Second Owner,1496.0,Manual,88.73,Unknown,17.6,6.57,1.2,81.74,No_Features,5.2
2,12,3,Creta,2022,3,Expired,Diesel,5,70000,Gurgaon,Second Owner,1493.0,Manual,113.98,Unknown,,13.83,10.25,25.89,Rear AC Vents | Parking Sensors,8.6
2,87,2,Grand,2014,11,Expired,Petrol,5,120000,Muzaffarnagar,First Owner,1197.0,Manual,,Unknown,,6.2,3.3,46.77,No_Features,5.8
12,185,3,Syros,2025,0,Expired,Petrol,5,2000,Muzaffarnagar,First Owner,998.0,Manual,118.0,FWD,18.2,15.29,13.5,11.71,Ventilated Seats | Height Adjustable Driver Seat | Cruise Control | Sunroof,10.0
6,1705,2,Baleno,2021,4,Expired,Petrol,5,50000,gohana,First Owner,1197.0,Manual,81.8,Unknown,21.01,8.72,5.0,42.66,Engine Start/Stop Button | Automatic Climate Control | Android Auto/Apple CarPlay,7.8
2,30,1,Verna,2014,11,Expired,Diesel,5,160000,New Delhi,Second Owner,1396.0,Manual,88.7,Unknown,24.8,10.11,2.3,77.25,No_Features,4.4
6,207,2,Wagon,2009,16,Expired,Petrol,5,90000,Unknown,Second Owner,998.0,Manual,67.1,Unknown,18.9,4.61,1.0,78.31,Keyless Entry | Central Locking | Air Conditioner,5.2
6,84,2,Alto,2008,17,Expired,Petrol,5,50000,Unknown,First Owner,796.0,Manual,46.3,Unknown,19.7,3.39,1.0,70.5,Air Conditioner | Bluetooth Connectivity,5.8
12,322,3,Sonet,2021,4,Expired,Petrol,5,80000,Muzaffarnagar,First Owner,998.0,Manual,118.36,FWD,18.2,13.18,8.5,35.51,Automatic Climate Control | Rear AC Vents | Parking Sensors | Cruise Control,8.2
9,702,3,Ecosport,2013,12,Expired,Petrol,5,40000,Noida,Second Owner,999.0,Manual,123.37,FWD,18.88,10.38,2.5,75.92,Automatic Climate Control | Parking Sensors | Cooled Glovebox,5.6
6,19,2,Swift,2011,14,Expired,Petrol,5,114000,New Delhi,Second Owner,1298.0,Manual,85.8,Unknown,17.5,6.53,1.3,80.09,No_Features,4.8
6,703,2,Ignis,2018,7,Expired,Petrol,5,24000,Unknown,Second Owner,1197.0,Manual,81.8,Unknown,20.89,6.19,3.95,36.19,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Steering Mounted Controls,7.8
17,119,2,KWID,2016,9,Expired,Petrol,5,27000,UU12,First Owner,999.0,Manual,67.0,Unknown,23.01,4.57,2.5,45.3,Keyless Entry | Rear Camera | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Touchscreen,7.2
5,1705,3,NuvoSport,2016,9,Expired,Diesel,7,230000,Muzaffarnagar,First Owner,1493.0,Manual,100.0,RWD,17.45,11.12,2.16,80.58,Parking Sensors | Cruise Control,5.2
6,333,2,Wagon,2013,12,Expired,Petrol,5,74000,Muzaffarnagar,First Owner,998.0,Manual,67.1,Unknown,18.9,4.61,2.5,45.77,Keyless Entry | Central Locking | Air Conditioner,6.2
6,84,2,Alto,2010,15,Expired,Petrol,5,54000,Muzaffarnagar,First Owner,796.0,Manual,46.3,Unknown,19.7,3.39,1.0,70.5,Air Conditioner | Bluetooth Connectivity,5.4
5,1705,3,XUV500,2016,9,Expired,Diesel,7,60000,Unknown,First Owner,2179.0,Manual,140.0,FWD,16.0,15.05,6.0,60.13,Height Adjustable Driver Seat,6.0
6,323,2,Swift,2023,2,Expired,Petrol,5,25000,mahoba,First Owner,1197.0,Automatic,88.5,Unknown,22.56,8.5,6.5,23.53,Android Auto/Apple CarPlay,9.2
6,19,2,Swift,2017,8,Expired,Diesel,5,59000,Unknown,First Owner,1248.0,Manual,74.0,Unknown,26.59,8.03,4.9,38.98,No_Features,7.6
6,20,2,Wagon,2016,9,Expired,Petrol,5,92000,Ghaziabad,Third Owner,998.0,Manual,67.04,Unknown,20.51,5.13,2.85,44.44,Central Locking | Air Conditioner | Digital Odometer,6.4
6,74,2,Baleno,2018,7,Expired,Petrol,5,115000,Baghpat,Third Owner,1197.0,Manual,83.1,Unknown,21.4,7.7,3.8,50.65,Engine Start/Stop Button | Automatic Climate Control,6.0
4,704,3,Harrier,2023,2,Expired,Diesel,5,28000,Muzaffarnagar,First Owner,1956.0,Manual,167.62,FWD,16.8,25.02,22.0,12.07,Height Adjustable Driver Seat | Air Purifier | Automatic Climate Control | Drive Modes | Cruise Control | 360 Degree Camera | Sunroof,10.0
8,23,1,Amaze,2015,10,Expired,Diesel,5,50000,Patna,First Owner,1498.0,Manual,98.6,Unknown,25.8,8.42,3.2,62.0,No_Features,6.4
9,705,3,Ecosport,2016,9,Expired,Diesel,5,81000,Saharanpur (UP),First Owner,1498.0,Manual,98.59,FWD,22.77,12.14,3.65,69.93,Automatic Climate Control | Air Purifier | Parking Sensors | Cooled Glovebox,6.0
6,153,2,Wagon,2011,14,Expired,Petrol,5,111200,New Delhi,Fourth Owner,998.0,Manual,67.1,Unknown,18.9,4.32,1.0,76.85,Central Locking | Air Conditioner,4.4
17,119,2,KWID,2016,9,Expired,Petrol,5,30000,Muzaffarnagar,First Owner,999.0,Manual,67.0,Unknown,23.01,4.57,2.5,45.3,Keyless Entry | Rear Camera | Central Locking | Air Conditioner | Digital Odometer | Bluetooth Connectivity | Touchscreen,7.2
6,1705,2,Ritz,2014,11,Expired,Diesel,5,72000,Roorkee,First Owner,1248.0,Manual,73.94,Unknown,23.2,7.63,2.5,67.23,No_Features,5.4
6,123,2,Swift,2022,3,Expired,Petrol,5,30000,Muzaffarnagar,First Owner,1197.0,Manual,88.5,Unknown,22.38,7.89,6.5,17.62,Android Auto/Apple CarPlay,10.0
3,691,2,Polo,2010,15,Expired,Petrol,5,80000,Haridwar,Third Owner,1198.0,Manual,73.9,Unknown,16.47,6.42,1.8,71.96,Central Locking | Air Conditioner | Digital Odometer | Height Adjustable Driver Seat,5.0
6,1705,2,Swift,2023,2,Expired,Petrol,5,26000,Muzaffarnagar,First Owner,1197.0,Manual,88.5,Unknown,22.38,8.11,7.0,13.69,Android Auto/Apple CarPlay | Advanced Internet Features,10.0
6,62,2,Grand,2023,2,Expired,Petrol,5,20000,Muzaffarpur,First Owner,1462.0,Manual,101.64,FWD,21.11,13.33,10.5,21.23,Automatic Climate Control | Rear AC Vents | Parking Sensors | Advanced Internet Features,9.2
5,23,3,Scorpio,2022,3,Expired,Diesel,7,100000,Muzaffarpur,First Owner,2184.0,Manual,130.07,Unknown,,15.34,13.9,9.39,No_Features,9.6
5,1705,3,Scorpio,2021,4,Expired,Diesel,7,160000,Muzaffarpur,First Owner,2179.0,Manual,,Unknown,,17.02,12.5,26.56,No_Features,7.4
6,123,4,Ertiga,2020,5,Expired,Petrol,7,30000,Muzaffarpur,First Owner,1462.0,Automatic,,Unknown,,11.83,9.5,19.7,No_Features,9.4
4,1705,3,Punch,2023,2,Expired,Petrol,5,10000,Muzaffarpur,First Owner,1199.0,Manual,,Unknown,,9.04,7.5,17.04,No_Features,10.0
5,381,3,Bolero,2019,6,Expired,Diesel,7,160000,Muzaffarpur,First Owner,1493.0,Manual,,Unknown,,9.35,5.15,44.92,No_Features,6.6
6,60,2,Swift,2021,4,Expired,Petrol,5,30000,Muzaffarpur,Second Owner,1197.0,Manual,,Unknown,,8.58,6.0,30.07,No_Features,8.4
5,706,3,KUV,2016,9,Expired,Diesel,6,100000,Muzaffarpur,First Owner,1198.0,Manual,,Unknown,,8.67,2.0,76.93,No_Features,6.0
2,35,3,Exter,2025,0,Expired,Petrol,5,10000,Muzaffarpur,First Owner,1197.0,Automatic,,Unknown,,11.19,10.1,9.74,No_Features,10.0
2,1705,3,Venue,2021,4,Expired,Petrol,5,60000,Deoria,First Owner,1197.0,Manual,,Unknown,,9.11,6.8,25.36,No_Features,8.2
14,70,3,Hector,2021,4,Expired,Petrol,5,80000,Patna,First Owner,1451.0,Manual,,Unknown,,22.52,12.0,46.71,No_Features,7.4
11,707,2,RediGO,2018,7,Expired,Petrol,5,60000,Muzaffarpur,First Owner,799.0,Manual,,Unknown,,4.15,1.5,63.86,No_Features,6.0
2,78,2,i10,2008,17,Expired,Petrol,5,150000,Pune,Second Owner,1197.0,Manual,,Unknown,,5.54,1.5,72.92,No_Features,4.8
2,504,2,Grand,2015,10,Expired,Diesel,5,70000,Patna,Third Owner,1120.0,Manual,,Unknown,,6.89,2.25,67.34,No_Features,5.6
6,60,2,Swift,2022,3,Expired,Petrol,5,100000,Muzaffarpur,First Owner,1197.0,Manual,,Unknown,,8.58,6.3,26.57,No_Features,8.8
6,708,2,Zen,2010,15,Expired,Petrol,5,60000,Patna,Second Owner,998.0,Manual,,Unknown,,4.37,0.9,79.41,No_Features,5.2
6,1705,2,Baleno,2021,4,Expired,Petrol,5,34000,Unknown,Second Owner,1197.0,Manual,81.8,Unknown,21.01,8.09,7.25,10.38,Automatic Climate Control | Android Auto/Apple CarPlay,9.2
6,19,2,Swift,2017,8,Expired,Diesel,5,100000,Muzaffarpur,First Owner,1248.0,Manual,74.02,Unknown,28.4,8.73,5.5,37.0,Rear AC Vents | Parking Sensors,7.6
18,1705,5,GTR,2016,9,Expired,Petrol,4,50000,Patna,Second Owner,3798.0,Automatic,562.2,Unknown,,250.0,20.0,92.0,No_Features,6.2
5,709,3,Thar,2024,1,Expired,Diesel,5,30000,Muzaffarpur,First Owner,2184.0,Manual,150.0,RWD,15.2,20.65,17.0,17.68,Height Adjustable Driver Seat | Drive Modes | Cruise Control | Sunroof,10.0
2,87,2,Grand,2014,11,Expired,Petrol,5,50000,Patna,Second Owner,1197.0,Manual,82.0,Unknown,18.9,6.31,2.3,63.55,Keyless Entry | Central Locking | Air Conditioner | Digital Odometer | Steering Mounted Controls,5.6
2,710,2,Grand,2018,7,Expired,Petrol,5,50000,Sitamarhi,Second Owner,1197.0,Manual,81.86,Unknown,18.9,7.4,3.8,48.65,Rear AC Vents | Rear Camera,7.0
